,Acc,AbsSpd,S,DeltaV,Type-Car,Type-TW,SLType-Car,SLType-TW,Category-Left,Category-NoLead,Category-Right,AccGapWiden-Widening,ColTime
2948,1.16729869171302,11.0232528760554,13.0572182344351,1.13770111935926,0,1,0,1,1,0,0,1,11.476843972684822
2949,1.57003568564944,12.1905515677684,13.535172094476,0.477953860040916,0,1,0,1,1,0,0,1,28.31899316247242
2950,0.438998302223533,10.8364619183919,13.7833248457901,1.2355835970136,0,0,1,0,1,0,0,1,11.155315495531289
2951,0.232404404559169,11.2754602206155,14.7836518451979,1.0003269994078,0,0,1,0,1,0,0,1,14.778819180078033
2952,1.44047465633611,12.747092845237,7.19855816193811,1.41232785189938,0,1,0,1,1,0,0,1,5.0969455514575275
2953,0.64362236056926,11.8768633296994,9.03962642527809,0.283452750751067,1,0,1,0,1,0,0,1,31.891122599183532
2954,3.8404929782107,11.3830094885958,8.64233692956483,2.44618641214876,1,0,0,0,1,0,0,1,3.532983785145506
2955,1.82170982726873,10.5832908956172,17.7931034482759,1.29357243408226,0,0,1,0,1,0,0,1,13.755011300081872
2956,1.2940776741055,10.4581471377605,9.25926300818341,1.67162034296646,1,0,0,0,1,0,0,1,5.53909447629233
2957,0.505189777848189,10.4360561547447,6.23387215281504,0.514482664736976,0,1,1,0,1,0,0,1,12.116777843238008
2958,0.637554347060842,12.9317422554863,9.8046491665319,1.55708543885399,0,1,1,0,1,0,0,1,6.296795873801306
2959,0.882228162147982,13.5692966025471,13.3076358641452,3.50298669761327,0,1,1,0,1,0,0,1,3.798939879849456
2960,1.03577244238353,9.15434168610267,5.33526346786017,0.227749926651683,0,0,1,0,1,0,0,1,23.425972277127595
2961,0.793964395727897,11.7823447363403,9.8062189593557,1.94270868577377,0,0,1,0,1,0,0,1,5.047704285858967
2962,1.75756468403034,11.1393063481759,10.3057629688255,0.96645662064968,0,1,0,1,1,0,0,1,10.663451156139494
2963,0.130443742078484,11.2612669667657,7.60258059688803,1.72205021809904,0,1,1,0,1,0,0,1,4.4148425620714296
2964,1.90217945156823,11.3917107088442,10.5798040963444,2.97722349945636,0,1,1,0,1,0,0,1,3.5535807433591295
2965,0.698924820438307,10.0408452040494,29.2470171270592,2.40821729228735,0,1,0,1,1,0,0,1,12.144675325074207
2966,1.73288028670522,8.46526198110452,8.64448386579721,1.66718316833176,1,0,1,0,1,0,0,1,5.185083456934833
2967,1.36298380021763,10.8204799902358,9.73259254372424,0.329061743986912,1,0,1,0,1,0,0,1,29.576797429577045
2968,0.597357973465257,14.6525086113807,13.6525447093479,0.429583215953237,1,0,0,1,1,0,0,1,31.780908104273028
2969,0.556505483453847,14.2094381094345,11.0419430145796,6.48694232965341,0,1,0,1,1,0,0,1,1.7021799259882673
2970,0.276029181310193,13.2876611946146,4.6379725748743,0.886186085348939,0,1,0,1,1,0,0,1,5.233632813189661
2971,0.922152961332593,12.6420279288983,20.9160344804798,4.61789393445892,0,1,0,1,1,0,0,1,4.529344930251314
2972,0.697646349555139,13.5641808902309,22.0687806648405,1.15274618436066,0,1,0,1,1,0,0,1,19.144527185817893
2973,0.189004110089122,11.399643754207,11.3919816795534,2.85418634015602,0,1,0,1,1,0,0,1,3.9913237335901037
2975,0.138657658950777,13.6578216766129,3.50700565135311,0.0791607126350016,1,0,0,0,1,0,0,1,44.30235068149774
2976,0.621351948244637,12.9254105541301,4.6719702790238,0.956186296801704,0,1,0,1,1,0,0,1,4.88604605049332
2977,2.01820920317992,11.5652480969677,8.45849583154139,3.16793510419903,0,1,0,1,1,0,0,1,2.670034439887937
2978,0.2853875085071,12.5715004977665,11.9957396344929,1.83900281153812,1,0,0,1,1,0,0,1,6.522958833575576
2979,0.551817446122229,11.3010534608089,4.74632550044585,1.27044703695762,1,0,1,0,1,0,0,1,3.7359491284359456
2980,1.18685520546805,12.1875139468544,7.96028308825444,1.26733419737809,1,0,1,0,1,0,0,1,6.281123877760878
2981,2.96651163803429,12.5910256791767,7.06324316062077,3.08703230582896,1,0,1,0,1,0,0,1,2.2880366840618724
2982,1.08790980620161,10.2200743982582,8.24380331422895,0.951893633668725,1,0,1,0,1,0,0,1,8.660424886398529
2983,1.87344423026887,9.48834027177411,7.43611214595062,1.81964393268574,1,0,1,0,1,0,0,1,4.086575407626667
2984,1.28116805892512,12.4256723560924,7.92934700263321,1.00367464654085,1,0,1,0,1,0,0,1,7.9003161332824225
2985,0.791804175738578,9.20819582426141,1.95833333333333,0.321850971359206,1,0,0,1,1,0,0,1,6.08459662266393
2986,0.68534899825039,8.76872614338924,7.87948838412325,3.06662746699044,1,0,1,0,1,0,0,1,2.5694312298898527
2987,1.30832554330614,9.45407514163963,9.66989682219038,1.79040843806714,1,0,1,0,1,0,0,1,5.400944620563591
2988,2.56549502280578,12.3866110469597,23.919150768436,2.05682190094971,0,1,1,0,1,0,0,1,11.629179345762338
2989,1.46706002675258,10.4276768153527,4.83157894736844,0.703902132015742,0,1,0,1,1,0,0,1,6.86399248931439
2990,1.26942766080685,9.11007518390598,5.2635699464299,1.52394948009494,1,0,1,0,1,0,0,1,3.453900549316101
2991,1.82819066648513,10.3795028447128,6.74957345190975,1.48600350547985,1,0,1,0,1,0,0,1,4.54209793383376
2992,0.517914674231285,9.34024119133362,9.39907532084575,0.26027625962265,1,0,1,0,1,0,0,1,36.111919444641565
2993,3.34090908469054,12.1480418124692,14.4101883131778,5.83148980818973,1,0,0,1,1,0,0,1,2.4710989450654903
2994,0.783143060088889,10.9782198573571,11.4543670305457,2.2761471731886,0,1,0,1,1,0,0,1,5.03234903501409
2995,0.776089125580505,9.13814963430366,9.50312764877305,1.36042116097711,0,1,0,1,1,0,0,1,6.9854306308698675
2996,1.10360979883252,9.91423875988417,11.4168156990691,1.91368805029601,0,1,0,1,1,0,0,1,5.9658708206403555
2999,0.167333599879981,8.18734379585533,2.03744928696014,0.55439035921971,1,0,0,0,1,0,0,1,3.6751167351246816
3000,0.61473815783809,10.4021001526056,4.62113673639958,2.58880102810895,1,0,0,1,1,0,0,1,1.785049019304198
3001,2.06624531454146,11.0168383104437,6.40287092945189,1.78173419305232,1,0,0,1,1,0,0,1,3.5936173613433433
3002,0.950748752688266,8.24263845664285,4.80498059097621,1.07968021968616,0,0,1,0,1,0,0,1,4.4503738267733715
3003,1.47258701591707,9.17680358199019,20.9585234653266,1.90330803705754,0,1,0,0,1,0,0,1,11.01162978207557
3004,1.26858194223082,10.5469065520128,11.2376101398359,0.42173807058176,0,1,1,0,1,0,0,1,26.645946675704078
3005,1.3182854712126,12.0641410476513,4.58595164299028,0.487912214341918,0,1,0,1,1,0,0,1,9.399132688603995
3006,0.660755819296881,12.7828305828381,13.7041633156742,1.74402097786937,0,1,1,0,1,0,0,1,7.8577972911864045
3007,1.8829768954123,12.9097736693003,10.9869796503559,0.171286693126547,0,1,0,1,1,0,0,1,64.14380154002211
3008,2.40225557430334,14.2947279227253,25.6870276303454,1.92738742691829,1,0,1,0,1,0,0,1,13.327381548512292
3009,1.05262545451448,12.9325016199085,28.1437628695636,4.20573560032567,0,1,0,1,1,0,0,1,6.691757529261777
3010,2.9272166567701,12.8217483584851,13.328439728559,3.01666601513017,0,1,0,0,1,0,0,1,4.418268267587413
3011,1.77750682581346,10.2688819960351,3.73210077667983,1.44194483045008,1,0,1,0,1,0,0,1,2.588241032435974
3012,0.738756256418888,12.2028700519073,4.61032014663114,0.24593508050048,1,0,0,1,1,0,0,1,18.746085907098323
3013,1.23989045943543,11.1295550646366,20.0391348039118,0.839040298984798,0,0,1,0,1,0,0,1,23.883399674793065
3014,0.29108968522716,12.9466154979999,15.626594072116,0.0533845020000712,1,0,0,1,1,0,0,1,292.71780173382825
3015,1.5294098611067,11.8893712199028,4.474336636565,2.05779069655259,1,0,0,1,1,0,0,1,2.174340006522938
3016,0.634096011620827,12.5325778112102,10.9524618268825,1.3571094810731,1,0,1,0,1,0,0,1,8.07043350564622
3017,1.44590423116847,13.6652529395381,12.6635530369289,3.4983000973908,1,0,0,1,1,0,0,1,3.6199161548130148
3018,1.59968777438679,12.7255174509563,25.7345846606908,0.431458659173181,1,0,0,0,1,0,0,1,59.64553987630441
3019,0.845706107570344,13.5091762375417,26.9593219467246,0.0210981777411163,1,0,1,0,1,0,0,1,1277.8033381615728
3020,1.46407952402607,13.065422465546,10.6656876168843,1.54470959578282,1,0,1,0,1,0,0,1,6.904655506771289
3021,1.30409759958805,13.3422342233861,10.5720325076069,1.02064747893036,1,0,1,0,1,0,0,1,10.358162564303207
3022,1.26572998142534,13.6430279912238,15.8860037067801,2.91626686467478,0,1,1,0,1,0,0,1,5.447376541293211
3023,0.824197507151807,12.1930333418643,22.9215497587176,1.92783724158803,1,0,1,0,1,0,0,1,11.889774335843974
3024,0.582839472756859,14.446214527389,25.9377179197552,0.495285226278057,1,0,1,0,1,0,0,1,52.36925420665296
3025,0.237760808481148,12.936675151315,15.5258743495916,1.13698546070275,1,0,1,0,1,0,0,1,13.655297175036292
3026,1.03018366292027,11.7882154513732,9.5955011681918,0.794757108802429,1,0,1,0,1,0,0,1,12.073501528851596
3027,2.11402791614286,13.9790084619115,18.784676818486,2.52865029971265,1,0,1,0,1,0,0,1,7.428736516322816
3030,1.33808985894408,12.2039735187835,11.7420633777275,2.59768121215259,0,1,0,1,1,0,0,1,4.520209532561289
3031,0.920076578354184,14.0523333411351,15.8039888668577,2.23034803593626,0,1,0,1,1,0,0,1,7.085884629760696
3032,0.152640422733796,13.9653315518698,16.5113475715143,1.13882192023213,0,1,0,1,1,0,0,1,14.49862114363652
3033,1.18776867371855,15.4215443095605,25.9208191750257,0.10121030863084,1,0,0,1,1,0,0,1,256.10848860831663
3034,1.94371596035376,12.7038406219864,21.0027367639388,1.4309299202706,1,0,0,0,1,0,0,1,14.677683698141568
3035,0.289746150055123,16.2065439736035,8.57280253467613,1.19663296908647,1,0,0,1,1,0,0,1,7.164103577407493
3036,2.11260801476176,13.5226323227011,7.67825526962136,1.6401462818592,0,1,1,0,1,0,0,1,4.6814454018806275
3037,0.385327449673085,14.947431612663,24.5223179586911,1.34070404027601,1,0,1,0,1,0,0,1,18.290627328640486
3038,1.27769219418217,14.1410953048149,26.0401312117286,0.45575630112463,0,1,0,1,1,0,0,1,57.136085990411196
3039,1.16993590817025,12.0570792388888,26.2919300496968,0.626790222571671,0,1,0,1,1,0,0,1,41.946937113701416
3040,2.41442844780519,16.0066241837738,11.8584544472182,1.23077763186555,0,1,0,1,1,0,0,1,9.634928471395568
3041,0.56807130933354,14.9347514077042,8.3732731831676,3.3875588974533,0,1,0,1,1,0,0,1,2.471771985857563
3042,0.582251605931326,16.8167676589996,18.920838721284,2.13119404905835,0,1,0,1,1,0,0,1,8.878045961907603
3043,3.2779109586003,10.3563250756661,18.4246978384086,5.50527423915321,0,1,0,1,1,0,0,1,3.346735700716443
3044,1.95224501633498,14.6681562946652,21.4046096438182,1.75110711735817,0,1,0,1,1,0,0,1,12.2234724715816
3045,1.36942713783073,11.6305728621693,29.7611109945007,4.93053813233139,0,1,0,1,1,0,0,1,6.036077644212083
3046,2.05897187570832,16.017011738574,4.32386609627423,0.551399685033303,0,1,0,1,1,0,0,1,7.841618727100071
3047,0.224681293003108,13.8657827752777,21.7903368652651,1.60336302936276,0,1,0,1,1,0,0,1,13.590394979935045
3048,1.58621943446345,13.5443234535266,26.0452422365023,0.42996724819406,0,1,0,1,1,0,0,1,60.574944593796424
3049,0.970271510518984,12.2056103763984,8.1936126175588,1.78590408046574,0,1,0,1,1,0,0,1,4.587935436836012
3050,1.51084486477856,12.9670841552264,8.57061221597993,1.41957968256804,0,1,0,1,1,0,0,1,6.037429473825357
3051,0.818506803072594,14.448131618891,9.71663842196357,0.142199932978826,0,1,0,1,1,0,0,1,68.33082279588983
3052,0.787892500190573,12.2554836681349,16.9009819052698,4.43529733919787,0,1,0,1,1,0,0,1,3.8105634442822645
3053,0.994555943302068,16.3543448951513,9.45623234047571,1.07602017844827,0,1,0,1,1,0,0,1,8.788155212955722
3054,1.98332720719626,16.4775244803184,9.89302823703298,1.54584697956869,0,1,0,1,1,0,0,1,6.399746137740784
3055,1.66003099811083,13.228062742622,6.33857767751893,0.173672829633787,0,1,0,1,1,0,0,1,36.497232704071735
3056,0.500814358481307,13.7337109710408,3.90581264830405,0.480254093296139,0,1,1,0,1,0,0,1,8.132804494173483
3057,1.35251587636413,13.2360928983861,3.52639510907267,0.614812284068531,0,1,0,1,1,0,0,1,5.735726498073021
3058,2.57807520062235,12.3252669841164,12.375771873917,1.24402961843072,0,1,0,1,1,0,0,1,9.9481328181948
3059,2.57621967740694,8.71294357689338,21.8431251606746,5.55711537918705,0,1,0,1,1,0,0,1,3.9306589246793773
3060,1.77374255984381,13.8182692593824,13.4885883131804,2.04389548769976,1,0,1,0,1,0,0,1,6.599451094420059
3061,2.84103957490063,11.5437990521273,12.5848386270279,0.799101467326409,0,1,1,0,1,0,0,1,15.748736726931037
3062,1.0431656430811,10.8062600255115,17.7138138674173,0.482903228788842,0,1,0,1,1,0,0,1,36.681912257751705
3063,0.648497323426731,11.5189752682071,15.6292106544391,1.1556413602485,0,1,0,1,1,0,0,1,13.52427421867137
3064,4.8,8.95368583972322,14.6692149710697,4.785131144833,0,1,0,1,1,0,0,1,3.0655826406993185
3065,0.931420292139862,10.4633165499654,6.43684210526317,1.19983242539152,0,1,0,1,1,0,0,1,5.364784255737004
3066,1.51520538879709,12.1471020332623,3.4077168923709,1.89586539967368,0,1,0,1,1,0,0,1,1.797446639913067
3067,1.41879352789738,12.1963231376091,20.1778021396384,0.143760369660328,1,0,0,1,1,0,0,1,140.35719431797375
3068,0.0250547622208401,10.9696301607746,8.79172681971052,1.09478743979258,0,1,0,1,1,0,0,1,8.030533142923353
3069,4.8,9.98092168064393,9.01444460769912,4.77018952375555,0,1,0,1,1,0,0,1,1.8897455882637733
3070,2.19457263791165,9.3438889005499,13.4853036103637,5.19407814444036,0,1,0,1,1,0,0,1,2.596284313665574
3071,1.86577040359354,11.3621438817307,13.2185463983575,1.72643714836074,1,0,0,1,1,0,0,1,7.656546553640005
3072,1.35554681347719,10.0,23.9142857142857,1.64764527385415,0,1,0,1,1,0,0,1,14.514219834676986
3073,1.94474416654327,12.6449173057013,15.0547915909718,2.52747686217634,0,1,0,1,1,0,0,1,5.956450805254271
3074,1.52203021933151,12.0340234771479,9.12509900181323,1.94663108022084,0,1,0,1,1,0,0,1,4.687636550413041
3075,0.0446428571428896,11.3839285714286,7.8601676300603,1.8476676300603,0,1,0,1,1,0,0,1,4.254102578938278
3076,1.49663634807764,11.4285714285714,8.2,0.3398323699397,0,1,0,1,1,0,0,1,24.129543637808872
3077,4.7429572119261,10.8647758627926,12.7461419286128,3.68136606582016,0,1,0,1,1,0,0,1,3.462340256502888
3078,0.215680735235132,11.335677785831,12.378546600493,0.817399309919864,0,1,0,1,1,0,0,1,15.143818266382638
3079,1.26293499045811,12.7824417177897,10.8494770528662,0.286508338109634,0,1,0,1,1,0,0,1,37.86792776939912
3080,0.797366393525849,12.1405143535149,23.3304316695574,4.24723870000565,0,1,0,1,1,0,0,1,5.493082286504491
3081,1.95173302025851,10.7330387028703,4.87818874629077,1.14062970358678,1,0,1,0,1,0,0,1,4.276750579921781
3082,0.932189795433437,12.9283319516778,6.66514680286976,0.44109971930687,1,0,1,0,1,0,0,1,15.110294818013394
3083,1.56459284810465,5.43173967624289,5.68348397675806,2.05174430051517,0,1,0,1,1,0,0,1,2.7700742121379363
3084,1.53809197460763,9.50772336393281,3.95367318517707,0.280941928475642,0,1,0,1,1,0,0,1,14.07291964794731
3085,0.0112761154059484,9.99955470366659,5.39203708073997,0.543336743207647,1,0,0,1,1,0,0,1,9.923932346094427
3086,0.672890441007523,5.65290527751493,1.84646273026463,1.34342724683261,0,1,0,1,1,0,0,1,1.3744419242783883
3089,0.436401024912193,7.31406294764916,10.6813136029191,3.05704849632779,0,1,0,1,1,0,0,1,3.4939954716942783
3090,0.449210309733473,5.4717772534053,2.44483410520643,0.667133593364511,0,1,0,1,1,0,0,1,3.664684449296818
3091,0.0850086066004074,5.92098756313878,2.51010889182604,0.0652747866196037,0,1,0,1,1,0,0,1,38.45449402161951
3092,0.507105033977538,11.5541875003457,2.62893447746751,0.57558800338542,0,1,0,1,1,0,0,1,4.567389281925577
3093,0.411318166759045,13.2573451347284,13.7470193773615,0.660178715176642,0,1,0,1,1,0,0,1,20.82317872620788
3094,2.85830453054099,11.1974826314495,17.3426725363533,2.58309766975664,0,1,0,1,1,0,0,1,6.713905068091056
3095,0.214815720660283,12.8867459034894,6.74959499597384,2.04455127703437,0,1,0,1,1,0,0,1,3.3012598274200076
3096,1.65136682181848,11.3456269650513,8.95965010205711,0.128308851291528,0,1,1,0,1,0,0,1,69.82877651753007
3097,3.99074892854364,9.31486459470102,7.99064466474954,3.17578007004857,1,0,0,1,1,0,0,1,2.5161202880863636
3098,0.164403451772188,9.67515570752454,6.36514749052438,1.18999178299984,1,0,0,1,1,0,0,1,5.348900371797975
3099,0.226522214076624,13.1975527665649,4.76858061963458,0.260780566768403,1,0,0,1,1,0,0,1,18.285797437772715
3100,0.714924305211916,10.8978678827653,21.4077765083102,0.871680782149944,1,0,1,0,1,0,0,1,24.559192937016817
3101,0.256676954830773,10.9114396798779,3.10994111538377,0.88964760803028,0,1,1,0,1,0,0,1,3.495699968518232
3102,0.939646511152041,9.1354123273039,9.30818852385561,2.08318119284643,1,0,0,1,1,0,0,1,4.468256796777735
3103,0.651016805590544,10.0750588384559,10.1445693652776,0.836380841421963,1,0,0,1,1,0,0,1,12.129126903517339
3104,0.512533555275816,10.7260756440465,10.5866103559398,0.442040990662193,1,0,0,1,1,0,0,1,23.949386096707197
3105,0.863895230704337,9.24980453890607,5.31720525504107,1.76361679544335,0,1,0,1,1,0,0,1,3.014943648064088
3106,1.72052004408136,10.3053559599446,14.8802104457844,0.93325323937767,1,0,1,0,1,0,0,1,15.94445089277923
3107,1.92899796617078,11.3815789473684,10.1842948558987,0.697581058643493,1,0,1,0,1,0,0,1,14.599442931697354
3108,0.96258377256401,10.2872005524406,13.6685048869985,2.20708677630744,0,1,0,1,1,0,0,1,6.19300746745742
3109,0.953674348967287,8.88693433127109,4.8231617796682,1.40026622116949,1,0,0,1,1,0,0,1,3.444460565248755
3110,2.56289486260945,11.3156064692494,19.1839135306666,2.75176112140483,0,1,1,0,1,0,0,1,6.97150395121246
3111,1.30708608940776,13.0477962557043,18.4769926262843,1.44133888508485,0,1,1,0,1,0,0,1,12.819325709926003
3112,0.721509800898204,13.1738329525112,5.51339349984454,1.00084886644264,0,1,0,1,1,0,0,1,5.508717334557245
3113,0.334118449140529,12.5039658140442,3.16913546801598,1.22351996239156,1,0,0,1,1,0,0,1,2.590178800042961
3114,1.2636989546825,13.132252543414,9.04423302727868,1.22672824759291,1,0,0,1,1,0,0,1,7.372645934440087
3115,2.92306050924621,13.8526137401875,9.56540454966023,1.26542238842009,1,0,0,1,1,0,0,1,7.559060624494613
3116,0.325291287965683,9.88883538645493,12.0836735510564,0.839195306575192,1,0,0,1,1,0,0,1,14.399119557008271
3117,0.843107038379515,10.3660444935379,22.8200729898989,0.230439301715705,1,0,1,0,1,0,0,1,99.02856335701027
3118,0.602776318423111,10.8408114278041,8.58859865313254,0.720156279635944,0,1,0,1,1,0,0,1,11.926020637457023
3119,0.927839690310293,10.6331280171298,24.563382734927,1.56059135818317,0,1,0,1,1,0,0,1,15.739791589980047
3120,0.572303244621395,9.60624778252305,8.09138720519061,0.755974877886711,0,1,1,0,1,0,0,1,10.703248800819503
3121,0.524138397224977,10.1785510271444,8.56935609103609,0.477968885845474,0,1,1,0,1,0,0,1,17.928690224004537
3122,3.1389321128587,9.95882809677042,14.7682038425999,1.44016956127737,1,0,1,0,1,0,0,1,10.25448963766539
3123,1.48527691328568,10.9523809523809,17.3302289751514,4.60641945134188,0,1,0,1,1,0,0,1,3.7621908204870467
3124,0.08809552947179,10.0218678310359,3.85076132906527,2.51025839711255,0,1,0,1,1,0,0,1,1.5340099383771197
3125,1.15088895305154,9.00955723496711,8.81010111611135,5.34221054781091,1,0,0,1,1,0,0,1,1.6491489875331635
3126,0.151529247572043,11.7044586944814,8.71730406811529,0.465552060063253,0,1,0,1,1,0,0,1,18.72466006686964
3127,1.81098458921848,11.1640792549603,14.605722365247,0.414056903390218,0,1,1,0,1,0,0,1,35.27467419491902
3128,1.99980231216527,10.0854673876082,3.825,0.375058928181232,0,1,1,0,1,0,0,1,10.198397405305132
3129,0.310676650300309,11.1229372634305,21.7118541096013,0.459867607167809,1,0,1,0,1,0,0,1,47.213271322410165
3130,0.022491645317757,12.8023295277604,23.2742993153672,0.375869145303199,0,1,0,1,1,0,0,1,61.92128193069089
3131,0.521437670352299,17.2881044632663,6.55692468405158,0.986917376960264,0,1,0,1,1,0,0,1,6.643843585211875
3132,0.935256971631205,13.3213045783633,6.28831300802293,0.148711742956323,0,1,1,0,1,0,0,1,42.28524851510767
3133,2.26290127872085,10.9736842105263,10.0814506393604,3.01302958672886,0,1,1,0,1,0,0,1,3.345951425025824
3134,1.48455239724511,11.9471679815692,11.6317203788143,7.45457329127821,0,1,0,1,1,0,0,1,1.560346907102425
3135,1.36360200611699,12.8102705181377,11.0555555555556,3.84984810347802,1,0,1,0,1,0,0,1,2.8716861700511815
3136,2.74300178146355,13.9653315518698,8.94040454966026,1.15270457673779,1,0,1,0,1,0,0,1,7.756024162723497
3137,0.247391810562192,11.9613692571995,17.275880121493,2.20451523350401,0,1,0,1,1,0,0,1,7.836589132583816
3138,0.0127634998520989,12.2087610677617,17.6933554402626,0.41747531876959,0,1,0,1,1,0,0,1,42.381799940675755
3139,2.04389006778268,11.1748415329131,14.998755194342,6.03487894562194,0,1,0,1,1,0,0,1,2.4853448311872084
3140,2.85730358482638,10.0961607070826,17.1313563608956,4.71803928309046,0,1,0,1,1,0,0,1,3.631033006082569
3141,2.63528911879683,11.3707953900469,5.24412911699716,1.81557509192024,0,1,0,1,1,0,0,1,2.8884121292117504
3142,0.0130918284266954,12.2348735499573,10.447965378384,1.09103102967882,0,1,0,1,1,0,0,1,9.576231192489267
3143,1.90673904642383,11.5224716080153,23.8354681930632,0.0171192639421598,0,1,0,1,1,0,0,1,1392.3185175247709
3144,1.52630357987625,13.7885942584259,4.85329148841904,0.11170048391881,0,1,0,1,1,0,0,1,43.44915364866885
3145,2.22871594646781,14.0308754067407,13.5148978383021,1.28402243156143,0,1,0,1,1,0,0,1,10.525437489333708
3146,1.57326761026494,14.3029227618958,11.3145801874753,1.30474922366842,0,1,0,1,1,0,0,1,8.671842820234328
3147,2.33096002131924,12.0831188986259,8.11049473897312,2.43915265835336,1,0,1,0,1,0,0,1,3.325127974748579
3148,0.953244342295386,8.40444308753228,10.8803924144811,4.75260559642362,0,1,0,1,1,0,0,1,2.2893531124629187
3149,0.945966992617258,10.2022641790182,3.93847418006087,0.1806544454871,1,0,0,1,1,0,0,1,21.801147319909738
3150,1.56345783376995,11.1590787027836,7.77347332525025,1.53530056503627,1,0,0,1,1,0,0,1,5.063160596874143
3151,1.52279598072153,13.4254498886097,24.5956447400329,5.60478480121955,0,1,0,1,1,0,0,1,4.388329902457827
3152,0.195126959824918,11.2700540336207,6.29960187650724,1.34454628021278,0,1,0,1,1,0,0,1,4.685299397437105
3153,3.80272828980173,10.6837699561171,15.8282063862273,1.63648069958035,0,1,0,1,1,0,0,1,9.672100862714847
3154,1.59503851598726,12.8125,23.6875346294415,2.18730382844898,0,1,0,1,1,0,0,1,10.829558436899168
3155,1.07417432265898,12.7083333333333,7.68394978610284,2.13275930991236,0,1,0,1,1,0,0,1,3.6028208857841495
3156,0.965331963211383,13.6669954169312,13.8522026250526,1.00926673178367,0,1,0,1,1,0,0,1,13.725016577700623
3157,1.18620675362364,12.3847788227446,4.86666666666667,0.340591469884885,0,1,0,1,1,0,0,1,14.288868327534841
3158,1.55441537991713,11.3168995365848,7.40931462734757,2.76906401343298,1,0,1,0,1,0,0,1,2.675746964102063
3159,0.996058903924251,10.0920916180354,26.2921623671749,0.968346759887453,0,1,0,1,1,0,0,1,27.15159843177534
3160,3.49297197460362,10.625,13.6731068244904,3.50908114362564,0,1,1,0,1,0,0,1,3.896492062980089
3161,1.35006924662143,9.73808127533822,26.2921623671749,1.32235710258463,0,1,0,1,1,0,0,1,19.88280042946434
3162,0.458083070450314,13.0108611098726,25.1323074579664,0.456905680986395,0,1,0,1,1,0,0,1,55.00546065373775
3163,0.277070876123503,11.3842822168232,3.39618975520769,0.686907538384443,0,1,0,1,1,0,0,1,4.944173073417251
3164,4.8,10.8730282408495,6.38222085451566,1.93947175915055,0,1,0,1,1,0,0,1,3.2907005860765643
3165,0.440915113094633,11.9192459044359,17.8154086123944,3.20335583197377,0,0,0,1,1,0,0,1,5.561482878228146
3166,0.438431685582769,14.7456773033108,15.7837783021503,1.78583614241535,0,1,0,1,1,0,0,1,8.838312724930452
3167,2.3568661309067,14.0334388806482,9.12628369134035,1.46325660961551,0,1,0,1,1,0,0,1,6.236967344872204
3168,1.04357600741516,12.9089900362564,14.1763247992167,0.259213163733074,1,0,0,1,1,0,0,1,54.68983362980299
3169,2.41497230375339,12.9737862318865,8.19437926781991,4.99579995311798,1,0,0,1,1,0,0,1,1.6402536820365738
3170,1.32042851338625,10.8864614054257,14.4124724154845,3.06610463824587,0,1,1,0,1,0,0,1,4.700580741996441
3171,0.804273161945446,11.7888835697449,22.0102298312222,0.77521899435763,0,1,1,0,1,0,0,1,28.39227365611771
3172,4.3460746359448,11.0047064294692,15.7001674694568,3.50245358223327,0,1,0,1,1,0,0,1,4.48261971239199
3173,2.67111269395642,11.8097962346102,17.0242987758068,5.07289939316505,1,0,1,0,1,0,0,1,3.3559306929572497
3174,0.5676403852937,10.5404453925825,2.54199783585035,0.557492677482692,1,0,0,1,1,0,0,1,4.559697263340771
3175,0.7836227088697,11.7262442011207,15.9080138113669,1.67166071842014,0,1,1,0,1,0,0,1,9.516293369865933
3176,0.793964395727926,11.7823447363403,13.2073601280376,3.0968544173472,0,1,1,0,1,0,0,1,4.2647662266769295
3178,1.08333333333337,13.125,5.40597583598209,1.81064971206435,0,1,1,0,1,0,0,1,2.9856552595248544
3179,1.02349801123873,12.364208740074,8.44917432265898,1.41829891591828,1,0,0,1,1,0,0,1,5.957259240509641
3180,0.0156362740708857,15.3722539204859,4.84120958339797,0.494177329785529,0,1,0,1,1,0,0,1,9.796502776643024
3181,1.40483262034279,12.7083333333333,5.14444444444445,0.921363551555352,0,1,0,1,1,0,0,1,5.583511997799483
3182,1.46611748407079,13.685459626689,24.9521367521367,0.758984817755447,0,1,0,1,1,0,0,1,32.87567309439455
3183,0.0441626005818563,12.5560410473518,25.9502574206572,2.29401272537167,1,0,1,0,1,0,0,1,11.312168033615771
3184,2.33333333333333,13.0,9.49999999999997,2.57894736842104,1,0,0,1,1,0,0,1,3.6836734693877613
3185,0.721152357766584,11.0714285714286,13.3005139271466,1.62457161264817,1,0,0,1,1,0,0,1,8.187089952572663
3186,0.737133947438885,7.94201552785626,20.6188618780113,3.87001677985536,1,0,1,0,1,0,0,1,5.32784818539777
3187,1.12955139901985,7.01957215844679,26.0874158672803,9.30811192340522,1,0,0,1,1,0,0,1,2.8026538659987072
3189,0.82626655189938,11.1943022617477,5.86496047430569,1.44273825208347,0,1,0,1,1,0,0,1,4.065159058364228
3190,0.669833828034406,10.9968328386323,1.26570139661662,0.363838474547553,0,1,0,1,1,0,0,1,3.4787453366238075
3191,0.8945071198875,10.3962938027529,3.82263983320215,0.847537091073896,0,1,0,1,1,0,0,1,4.510292084513453
3192,0.539990263385903,11.5726098445791,4.84049987794143,1.57727293225571,0,1,0,1,1,0,0,1,3.0689044229135867
